views,contacts,last_7_views,last_3_views,last_7_contacts,last_3_contacts,live_days,max_messages_events,messages_events,messages_users,avg_contacts_delta,max_contacts_delta,min_contacts_delta,mumur_advertid,AB_test_group,is_selling_3
172,7,172,32,7,0,8,1,1,1,0.0,0,0,398585273,0,0
2139,88,1328,222,66,12,9,5,50,29,0.0,0,0,1838693525,0,1
70,1,70,12,1,1,8,2,3,2,0.0,0,0,3302070273,1,0
908,2,324,132,0,0,24,2,4,3,0.0,0,0,192222483,0,0
330,12,330,330,12,13,2,2,11,10,0.0,0,0,1362120608,1,0
390,10,305,171,8,7,10,3,8,6,0.0,0,0,1441767392,0,1
595,14,144,36,3,1,38,1,6,6,0.0,1,-1,4162881838,0,1
192,5,192,44,5,1,8,2,2,1,-0.5,1,-3,1865866597,0,0
781,36,781,616,36,32,5,2,5,4,0.0,0,0,328465174,0,1
141,3,141,57,3,1,8,1,1,1,-0.33,1,-2,1037206316,1,0
378,14,378,378,14,14,2,4,25,14,0.0,0,0,505597523,0,0
4105,56,757,223,10,3,39,3,19,17,0.0,0,0,1664439935,1,0
174,10,174,174,10,11,1,1,5,5,0.0,10,-10,2547813045,1,1
130,1,130,44,1,0,8,3,7,5,0.0,1,-1,3923776768,0,0
469,15,231,168,8,8,41,2,9,6,0.0,0,0,71291748,0,1
453,4,167,41,3,3,16,1,2,2,-0.17,0,-1,263796530,1,0
357,12,357,54,12,4,8,2,19,15,0.0,0,0,2127002360,0,0
564,22,202,71,15,9,22,4,18,9,0.0,0,0,891756548,0,0
334,9,334,334,9,9,2,5,11,7,0.0,8,-7,1380163323,0,1
1014,25,741,323,22,15,10,2,4,3,0.0,14,-14,3647210958,1,0
316,1,316,90,1,0,8,0,0,0,0.0,1,-1,1333896419,0,0
1110,14,1110,702,14,9,8,4,17,12,0.0,0,0,1479808113,0,0
3087,62,917,258,22,12,42,8,41,21,0.0,0,0,2590266427,1,1
320,1,320,79,1,1,8,2,3,2,0.0,0,0,3405341653,1,0
782,18,538,284,13,8,9,3,4,2,0.0,0,0,27089880,0,1
209,19,209,77,19,6,8,3,8,4,-1.17,1,-4,911750356,0,0
240,1,240,240,1,2,3,2,4,3,0.0,1,-1,3928288284,1,1
684,13,684,508,13,10,5,2,13,12,-0.17,4,-4,3171350582,0,1
2181,39,544,190,7,2,23,3,34,20,0.0,0,0,4176311653,1,0
113,1,113,70,1,1,5,1,1,1,0.0,1,-1,2169295185,0,0
688,36,688,277,36,23,8,3,21,15,0.0,0,0,1001477246,1,0
1029,3,248,141,0,0,28,2,9,8,0.0,0,0,1933321191,0,1
66,4,66,4,4,2,8,0,0,0,0.17,2,-2,424102065,1,0
364,13,364,38,13,6,8,2,10,9,-0.5,0,-3,534133929,1,0
428,21,205,11,11,0,13,4,12,9,0.0,0,0,2849781069,0,0
304,1,304,83,1,1,8,1,2,2,0.0,0,0,2082506736,1,0
1324,30,548,239,14,9,18,4,25,17,0.0,0,0,3168674334,1,1
1545,18,604,374,13,10,22,3,15,11,0.0,0,0,1190490662,0,1
56,3,56,10,3,4,7,0,0,0,0.0,2,-1,3109825911,1,1
56,3,56,10,3,4,7,0,0,0,0.0,2,-1,1434797954,1,1
808,7,439,141,1,2,15,3,10,7,0.0,0,0,750435997,1,0
788,1,788,168,1,0,8,6,8,3,-0.17,0,-1,589946127,0,0
69,1,69,29,1,2,8,3,4,2,0.0,1,-1,16676224,1,0
90,4,90,85,4,4,4,1,3,3,-0.67,0,-4,434433694,0,1
2589,56,2589,2321,56,55,5,3,37,32,0.0,0,0,2480452857,1,1
508,7,508,125,7,2,8,5,51,29,0.0,15,-15,1595684150,0,0
1617,18,614,194,8,5,22,3,13,10,0.0,0,0,3847747175,1,0
310,0,310,53,0,1,8,1,2,2,0.0,0,0,3449522000,1,0
104,11,104,104,11,11,4,1,1,1,0.0,5,-5,3156723618,0,1
446,10,446,125,10,4,8,1,3,3,0.0,1,-1,1565229476,0,1
262,28,62,6,9,2,24,3,20,16,0.0,2,-4,2624671687,1,0
69,3,69,17,3,1,8,0,0,0,0.0,1,-2,3090000490,1,0
1516,51,695,578,18,14,18,3,11,9,0.0,0,0,513868111,1,1
152,2,70,7,0,1,10,1,1,1,-0.33,0,-2,246413725,1,1
121,1,121,37,1,1,8,1,2,2,0.0,1,-1,3981662117,1,0
194,21,194,194,21,21,1,3,5,3,0.0,21,-21,1901572870,0,0
422,6,198,66,3,1,10,3,17,13,0.0,0,0,134587631,0,0
346,6,346,183,6,4,8,1,4,4,0.0,0,0,1806496115,1,1
262,2,262,72,2,1,8,0,0,0,-0.17,0,-1,382327013,1,0
8411,152,5467,2105,99,42,12,4,75,63,0.0,0,0,4121830351,1,1
556,38,313,110,28,10,16,7,19,11,0.17,1,-1,2758024158,1,0
334,9,334,334,9,9,2,5,11,7,0.0,8,-7,2919980384,0,1
29,0,29,4,0,0,8,1,2,2,0.0,0,0,2038747635,0,0
262,8,262,262,8,8,3,3,8,5,0.0,0,0,1724550709,0,1
2462,65,1559,788,53,43,16,3,34,27,0.0,0,0,1571181558,0,1
2139,88,1328,222,66,13,9,5,50,29,0.0,0,0,543369560,1,1
828,24,37,11,2,1,35,3,19,16,-0.17,0,-1,3901970448,1,0
671,7,671,671,7,7,2,2,5,4,-1.17,0,-7,3986327416,0,1
13,0,13,13,0,1,2,0,0,0,0.0,0,0,3706065262,1,0
682,6,682,253,6,4,8,2,4,3,-0.17,2,-3,2521751654,0,0
262,8,262,262,8,9,3,3,8,5,0.0,0,0,2771609276,1,1
135,0,135,45,0,1,7,2,5,4,0.0,0,0,2350408827,1,1
399,12,344,85,10,4,9,1,4,4,-0.33,1,-2,743539601,1,1
719,14,612,193,8,3,9,1,12,12,-0.33,1,-2,996004838,0,0
379,12,269,80,12,1,11,3,13,10,0.0,0,0,3906267516,1,0
17,1,17,7,1,2,8,0,0,0,0.0,1,-1,3517496762,1,0
822,3,822,317,3,2,7,3,7,5,0.0,1,-1,2058005402,1,0
668,10,360,99,9,10,13,5,37,25,0.0,0,0,1681536447,1,0
1029,3,248,141,0,0,28,2,9,8,0.0,0,0,2189698607,0,1
205,17,205,205,17,17,2,1,2,2,0.0,0,0,2369772563,0,1
671,7,671,671,7,8,2,2,5,4,-1.17,0,-7,2826753835,1,1
92,4,92,32,4,1,8,1,1,1,0.0,1,-1,215690672,0,0
618,8,73,33,0,0,29,2,12,11,0.0,0,0,2506170552,0,0
162,0,162,52,0,0,8,1,1,1,0.0,0,0,4059833924,0,0
756,8,219,52,4,1,13,2,12,10,0.0,1,-1,112635710,1,0
200,6,200,39,6,1,8,1,4,4,-0.17,0,-1,3434338623,0,0
4352,71,1929,1181,42,28,20,4,32,23,0.0,0,0,290823393,0,1
261,0,261,40,0,1,8,0,0,0,0.0,0,0,198628852,1,0
5946,59,2467,693,25,3,16,4,31,19,0.0,0,0,1224679598,1,1
1003,10,1003,235,10,8,8,1,4,4,0.0,3,-5,1562647664,0,0
1249,25,1249,1249,25,26,3,6,24,16,0.0,0,0,434606195,1,1
29,4,29,29,4,5,1,2,3,2,0.0,4,-4,2282482331,1,1
426,14,426,426,14,15,2,3,11,8,0.67,10,-6,2535252822,1,1
85,0,85,16,0,0,8,1,1,1,0.0,0,0,1551119203,0,0
807,21,371,149,2,2,15,3,16,13,-0.17,2,-3,6876618,1,0
263,17,93,70,10,10,17,2,10,7,0.0,4,-2,3933520024,1,1
308,21,308,105,21,9,8,2,6,5,-0.67,0,-4,4266915291,1,0
39,0,39,14,0,0,8,2,2,1,0.0,0,0,3316394846,0,0
1674,29,512,141,17,2,15,3,25,20,0.0,0,0,853709495,0,0
178,0,178,32,0,0,8,1,6,6,0.0,0,0,1232626626,0,0
104,11,104,104,11,11,4,1,1,1,0.0,5,-5,1866766130,0,1
86,3,86,21,3,3,8,4,6,3,0.0,2,-2,968865192,1,0
335,4,335,195,4,0,5,3,3,1,0.0,0,0,4272037334,0,1
200,4,200,67,4,0,9,4,7,4,0.0,4,-4,2815302913,0,0
173,4,173,77,4,1,8,2,3,2,-0.67,0,-4,2070820489,1,0
413,19,223,68,9,0,12,1,2,2,-1.17,2,-7,665957338,0,0
785,4,305,103,3,1,16,2,3,2,0.0,2,-2,1060909292,1,0
663,5,663,410,5,2,7,2,5,3,0.0,0,0,3807567215,0,1
61,2,61,61,2,2,4,0,0,0,0.0,2,-2,1913988122,0,1
141,5,141,141,5,5,3,1,2,2,0.0,5,-5,2181561161,0,1
13,2,13,13,2,2,2,0,0,0,0.0,2,-2,3840066654,0,1
785,34,785,201,34,12,8,6,21,11,0.0,0,0,598905409,1,1
139,5,139,139,5,6,4,1,3,3,0.0,5,-5,3648162973,1,0
1648,98,1067,224,65,10,9,4,47,32,0.0,0,0,1224853599,1,0
822,3,822,317,3,1,7,3,7,5,0.0,1,-1,794622186,0,0
72,4,72,30,4,0,7,0,0,0,-0.67,0,-4,2650232370,0,0
121,1,121,37,1,1,8,1,2,2,0.0,1,-1,1078394433,1,1
136,4,17,8,0,1,38,1,2,2,0.0,0,0,2277784927,1,0
97,0,97,15,0,1,8,1,1,1,0.0,0,0,1788670715,1,1
381,6,381,89,6,4,6,4,14,9,-0.5,0,-3,2700573653,1,1
675,10,675,135,10,9,8,2,10,9,0.0,3,-6,2196566081,0,0
139,5,139,139,5,5,4,1,3,3,0.0,5,-5,3360193861,0,0
1360,3,713,273,2,2,15,5,41,29,0.17,3,-2,56099810,1,0
200,7,200,153,7,6,5,3,8,5,0.0,5,-5,1864370510,0,1
1368,42,1368,1202,42,37,5,4,18,14,0.0,0,0,1726986214,1,1
69,1,69,11,1,0,8,1,2,2,-0.17,0,-1,3915104803,0,0
675,11,675,181,11,4,8,4,12,8,0.0,2,-1,4156074253,0,0
852,24,852,273,24,11,8,2,7,6,-0.33,3,-5,900967565,1,1
257,8,257,51,8,1,6,2,5,4,0.0,0,0,2298249996,1,0
790,19,326,130,7,4,15,3,20,17,0.0,2,-3,3669583649,0,0
463,10,106,45,7,6,31,1,7,7,0.0,5,-5,4188865158,1,0
116,1,75,24,1,1,10,0,0,0,0.0,0,0,2749432855,1,0
66,6,66,23,6,5,8,1,1,1,0.17,2,-2,1705583430,1,0
8727,56,1053,359,15,13,33,4,62,47,0.0,0,0,1283921260,0,1
6393,113,1483,656,42,16,37,9,84,65,0.0,0,0,480502229,0,0
485,0,163,45,0,0,13,1,3,3,0.0,0,0,984302920,0,0
180,5,180,29,5,1,8,1,2,2,-0.33,0,-2,3369594566,1,0
638,30,638,638,30,30,2,2,11,10,0.0,23,-16,4177328525,0,1
204,11,204,87,11,3,6,1,3,3,0.17,4,-4,2575113632,1,0
146,5,146,146,5,5,3,0,0,0,0.0,5,-5,2196417641,0,0
205,17,205,205,17,18,2,1,2,2,0.0,0,0,2190745528,1,1
1432,86,317,61,15,1,39,3,45,34,0.0,0,0,2270581728,0,0
163,3,163,90,3,3,5,6,11,4,0.33,2,-1,1735388789,1,1
153,2,153,37,2,0,8,2,13,12,0.0,0,0,501472134,0,0
379,12,269,80,12,0,11,3,13,10,0.0,0,0,3229591367,0,0
1032,37,1032,1032,37,37,2,2,24,23,-0.5,0,-3,3047127576,0,1
188,6,188,52,6,1,8,2,2,1,-0.17,0,-1,504218838,0,0
4352,71,1929,1181,42,28,20,4,32,23,0.0,0,0,150459052,0,1
4867,76,887,356,26,13,31,4,90,68,0.0,0,0,2380214837,1,1
345,1,345,121,1,1,8,3,27,24,-0.17,4,-5,3147703021,0,0
496,12,416,48,9,3,9,2,6,5,0.0,2,-2,2544203204,1,0
3977,37,882,645,11,7,30,13,18,6,0.0,0,0,3433350447,1,0
79,3,79,79,3,4,1,0,0,0,0.5,3,0,2523439201,1,0
477,2,477,434,2,3,5,2,7,5,0.0,2,-2,2784747163,1,1
1113,24,1113,511,24,6,8,3,16,13,0.0,0,0,3436073653,0,1
282,1,282,89,1,1,8,1,2,2,0.0,1,-1,2969720625,1,0
1014,25,741,323,22,15,10,2,4,3,0.0,14,-14,4053012950,1,0
1226,20,41,6,2,1,29,2,14,13,0.0,0,0,41496738,1,0
28,1,28,7,1,0,8,0,0,0,0.0,1,-1,349740243,0,0
549,40,181,62,18,3,13,1,5,5,-1.17,2,-4,2327399494,1,1
119,1,119,22,1,0,8,3,4,2,-0.17,0,-1,3954544861,0,0
259,6,243,37,6,0,9,1,1,1,0.0,0,0,3662971661,0,1
204,3,204,42,3,1,8,1,1,1,0.0,1,-1,2221332790,0,0
739,21,39,22,4,4,30,2,13,11,0.0,1,-1,2338624554,1,0
36,0,36,14,0,1,8,3,4,2,0.0,0,0,4256142896,1,1
189,1,189,53,1,2,8,0,0,0,0.0,1,-1,2096028528,1,0
342,14,342,114,14,3,8,2,3,2,0.0,0,0,836636738,1,1
88,1,88,14,1,1,8,0,0,0,0.0,0,0,3734053000,1,0
291,11,291,291,11,11,4,2,7,6,0.33,7,-6,2394117573,0,1
47,5,47,6,5,0,8,0,0,0,0.0,5,-5,318659605,0,1
302,14,302,302,14,15,1,3,13,9,0.0,0,0,3642861938,1,0
3,0,3,2,0,1,8,0,0,0,0.0,0,0,922422082,1,0
714,7,714,714,7,8,4,2,13,12,0.0,2,-1,3200172314,1,1
88,2,88,16,2,1,8,1,2,2,0.0,0,0,3195923197,1,1
822,3,822,317,3,1,7,3,7,5,0.0,1,-1,624798627,0,0
107,1,107,107,1,1,3,0,0,0,0.0,1,-1,2913237226,0,1
252,1,252,70,1,1,8,2,8,5,0.0,0,0,3641441071,1,0
660,5,321,134,3,4,15,3,10,7,0.0,0,0,2352358051,1,0
568,7,164,31,2,1,17,1,7,7,0.0,0,0,2562831901,1,0
502,7,367,105,6,2,9,1,6,6,0.0,2,-2,3414353990,0,0
333,7,333,151,7,1,7,4,34,22,0.0,1,-1,3200017138,1,0
828,24,37,11,2,1,35,3,19,16,-0.17,0,-1,2505866601,1,0
194,9,194,194,9,10,2,1,3,3,0.0,6,-3,629474684,1,1
170,8,170,26,8,1,8,1,3,3,-0.5,1,-3,3837084802,1,0
53,1,53,6,1,1,8,1,1,1,0.0,1,-1,377703593,1,1
5107,98,1527,715,48,14,23,12,125,74,0.0,0,0,4011746678,1,0
990,24,449,135,15,5,16,5,23,17,0.0,0,0,178345996,0,0
155,1,155,53,1,1,8,1,7,7,0.0,5,-5,2875867945,1,0
57,3,57,57,3,4,1,1,1,1,0.5,3,0,216439340,1,0
808,7,439,141,1,2,15,3,10,7,0.0,0,0,2127777433,1,0
2546,14,663,478,7,6,13,7,44,26,0.0,5,-6,3798423415,0,0
146,2,146,35,2,1,8,1,1,1,0.0,1,-1,2266089611,0,0
1215,34,1215,271,34,5,8,3,17,14,-0.33,0,-2,4087584863,1,0
134,2,81,6,1,1,9,2,4,3,0.0,1,-1,1912518508,1,0
1932,26,362,234,4,5,16,2,22,17,0.0,0,0,2289073842,1,1
291,5,291,291,5,6,4,2,5,4,0.0,2,-2,3648538596,1,0
103,1,103,29,1,0,7,0,0,0,0.0,1,-1,2822027710,0,0
1150,17,191,74,0,0,41,2,13,11,0.0,0,0,1652400633,0,1
31,0,31,3,0,1,8,3,4,2,0.0,0,0,3974638939,1,0
151,4,151,151,4,4,1,3,17,11,0.0,4,-4,481514334,0,1
678,45,678,157,45,17,8,7,36,22,-1.0,4,-8,2007523966,1,1
5049,102,1665,1147,34,20,30,4,100,83,0.0,0,0,3854544657,0,1
985,14,379,67,7,3,14,3,19,17,-0.17,2,-3,3097766669,0,0
96,4,96,96,4,4,1,2,6,5,0.0,4,-4,3210368860,0,0
442,5,442,114,5,5,8,2,8,7,0.0,0,0,3368247335,1,1
392,9,392,68,9,7,8,1,4,4,0.0,2,-4,1186375790,1,0
3672,89,760,483,25,18,29,6,68,50,0.0,0,0,3638519780,1,1
171,0,171,38,0,1,8,1,2,2,0.0,0,0,2661205659,1,0
241,5,241,241,5,5,1,2,6,5,0.83,5,0,1335303620,0,1
84,2,84,39,2,2,8,0,0,0,0.0,2,-2,542093257,0,0
469,6,469,142,6,5,8,2,5,4,0.0,3,-3,1029100891,1,1
1736,38,599,179,16,8,21,2,25,19,0.0,0,0,3480096928,0,0
89,6,89,36,6,5,8,2,3,2,-0.67,0,-4,3923103373,1,0
440,5,440,134,5,2,8,1,4,4,-0.33,2,-2,2319858333,1,0
248,5,248,37,5,2,8,1,4,4,0.0,1,-1,2971198291,0,0
419,3,137,39,0,0,24,3,12,9,0.0,0,0,104409570,0,0
257,6,257,83,6,4,7,3,9,6,-0.17,1,-2,3052247471,1,0
107,4,107,33,4,1,8,0,0,0,0.0,1,-1,123788990,0,0
170,9,170,56,9,7,8,2,10,7,-0.5,4,-3,1433667027,1,0
469,6,469,142,6,4,8,2,5,4,0.0,3,-3,1180494480,0,1
718,23,718,718,23,23,2,3,28,20,0.0,0,0,1827677781,0,1
146,0,146,56,0,0,8,1,4,4,0.0,0,0,2262244216,0,0
230,14,216,144,14,11,9,2,7,5,0.0,5,-3,1225889429,1,1
226,3,226,70,3,2,8,1,2,2,0.0,1,-1,3442873742,1,0
395,1,395,103,1,1,8,1,2,2,0.0,1,-1,2261881688,0,0
700,27,700,700,27,27,2,2,14,12,3.17,11,0,2750212233,0,0
145,6,145,63,6,5,8,0,0,0,0.0,3,-2,4017414975,1,0
1277,35,44,11,3,1,37,3,25,19,0.0,0,0,1758887218,1,0
1609,12,182,92,2,3,43,1,8,8,-0.33,0,-2,3786337191,1,0
2273,101,1423,229,61,13,11,4,47,35,0.0,0,0,1179499899,0,1
934,30,934,499,30,14,6,3,16,12,0.0,0,0,3435869135,1,0
386,7,150,150,1,2,12,3,12,8,0.83,6,-6,2101893884,1,0
1024,34,273,56,15,11,19,3,18,14,0.0,10,-10,3539647042,1,0
119,1,119,22,1,0,8,3,4,2,-0.17,0,-1,1805691520,0,0
593,17,359,200,13,8,12,1,5,5,0.0,0,0,3620707796,0,0
466,3,91,10,1,1,14,5,25,17,-0.83,1,-4,3398716480,1,0
302,8,302,302,8,8,2,2,8,7,-0.83,0,-5,2827391482,0,1
292,2,292,292,2,2,4,5,8,4,0.0,2,-2,2659562305,0,0
3543,39,208,36,5,2,24,2,43,41,-0.17,0,-1,4106926246,1,0
111,2,111,32,2,0,8,1,2,2,0.0,0,0,3099700029,0,0
329,3,329,73,3,0,8,2,15,14,0.0,0,0,3392136593,0,0
2586,36,727,135,11,3,21,4,37,31,0.0,2,-2,2477146701,1,1
50,3,50,22,3,2,8,1,2,2,0.0,2,-2,2521842155,1,0
195,2,75,17,1,1,11,3,4,2,0.0,0,0,3191696185,1,0
13,2,13,13,2,2,2,0,0,0,0.0,2,-2,4227044370,0,1
27,5,27,27,5,6,3,0,0,0,0.17,4,-3,2508858556,1,1
1925,26,152,52,2,0,30,3,74,60,-0.17,2,-4,980311576,0,0
10,2,10,2,2,1,8,0,0,0,0.0,2,-2,2755552079,1,0
155,3,155,155,3,4,4,2,11,10,-0.5,0,-3,2923145132,1,0
275,15,275,275,15,16,2,2,5,4,0.0,15,-15,1034612235,1,1
1304,9,477,151,3,1,16,1,8,8,-0.17,1,-1,2268639889,0,0
330,1,78,11,0,0,22,3,37,28,-0.17,4,-4,3065157659,0,0
486,9,486,150,9,3,7,3,9,5,-1.0,1,-7,3750237634,1,1
6105,55,1659,738,15,8,22,5,51,36,0.0,0,0,1209670893,1,0
155,7,155,155,7,7,1,2,6,5,0.0,7,-7,367648716,0,1
139,0,139,34,0,1,8,0,0,0,0.0,0,0,1258277379,1,0
329,3,329,73,3,1,8,2,15,14,0.0,0,0,1414889517,1,0
4867,76,887,356,26,12,31,4,90,68,0.0,0,0,1417039970,0,0
132,12,132,132,12,13,2,1,2,2,0.0,12,-12,1353033518,1,1
364,13,364,38,13,6,8,2,10,9,-0.5,0,-3,1464578707,1,0
3164,57,359,139,11,3,24,4,39,30,0.0,0,0,1660384256,1,0
389,6,389,139,6,3,8,1,2,2,-0.17,1,-1,1978772403,1,0
413,8,413,413,8,8,3,2,13,9,0.0,0,0,1953574125,0,1
1932,26,362,234,4,5,16,2,22,17,0.0,0,0,1387911144,1,1
917,11,402,101,6,3,16,2,7,6,-0.5,2,-2,2901675316,1,1
0,0,0,0,0,0,1,0,0,0,0.0,0,0,1783312187,0,0
1146,65,439,164,15,8,14,4,40,28,0.0,0,0,3712478315,1,1
4105,56,757,223,10,2,39,3,19,17,0.0,0,0,2657971247,0,0
105,0,105,20,0,0,8,1,1,1,0.0,0,0,2216892357,0,0
188,6,188,52,6,1,8,2,2,1,-0.17,0,-1,3059186344,0,0
348,18,189,38,15,3,15,2,6,4,0.0,2,-1,3822159336,0,0
1945,44,448,83,20,4,24,2,13,10,-1.67,2,-7,128186019,0,0
188,6,188,52,6,2,8,2,2,1,-0.17,0,-1,950165547,1,0
500,5,500,107,5,3,8,3,20,17,-0.17,1,-1,1922086326,1,0
622,8,622,203,8,3,8,1,2,2,-0.67,2,-4,2549926793,1,0
70,9,70,22,9,3,8,1,2,2,-0.5,2,-2,2687977811,1,0
611,23,370,13,13,0,9,1,7,7,-0.5,0,-3,1820288026,0,1
395,1,395,103,1,2,8,1,2,2,0.0,1,-1,4292900036,1,0
86,4,86,34,4,1,8,1,2,2,0.0,0,0,2725504331,1,0
3010,67,1093,182,27,7,11,4,39,26,0.0,0,0,172710092,1,1
339,21,338,94,21,11,8,5,22,13,-1.17,0,-6,3321332123,0,0
389,6,389,139,6,2,8,1,2,2,-0.17,1,-1,3590965469,0,0
644,28,129,89,5,5,30,3,18,13,0.0,0,0,1790961809,0,1
159,2,159,42,2,0,8,1,1,1,0.0,2,-2,1510219265,0,0
147,4,147,147,4,4,2,1,1,1,-0.33,0,-2,948006211,0,1
5107,98,1527,715,48,13,23,12,125,74,0.0,0,0,3624820492,0,0
8411,152,5467,2105,99,41,12,4,75,63,0.0,0,0,1111772795,0,1
554,9,554,183,9,3,8,6,28,19,0.0,0,0,3570882227,1,0
46,6,46,10,6,2,8,0,0,0,0.0,2,-3,3871571646,1,1
1866,23,465,245,5,6,32,3,42,37,-0.17,9,-10,1666264219,1,1
163,6,163,49,6,4,8,1,2,2,0.0,3,-3,1558631584,1,0
437,29,437,125,29,12,7,4,32,17,-0.17,5,-4,1479593635,0,1
256,9,256,256,9,9,3,2,6,4,0.0,8,-7,1484853598,0,1
553,4,146,47,0,1,28,1,7,7,0.0,0,0,3256795140,1,0
35,1,35,8,1,1,8,1,2,2,0.17,1,0,141294593,0,0
180,1,180,146,1,2,5,1,1,1,0.0,1,-1,2052579180,1,0
50,0,50,8,0,1,8,0,0,0,0.0,0,0,3884605991,1,0
1427,32,373,61,5,4,23,5,23,15,0.0,2,-2,1729856067,1,0
390,5,390,115,5,3,8,3,16,14,-0.5,1,-2,310611749,1,0
1897,33,1217,636,22,13,14,1,13,13,0.0,0,0,164234250,0,0
472,4,77,17,2,1,32,3,15,9,0.0,0,0,2658301628,1,0
1617,18,614,194,8,4,22,3,13,10,0.0,0,0,2921153568,0,0
290,2,290,87,2,1,7,0,0,0,-0.17,1,-1,2425584233,0,1
442,17,442,144,17,5,8,5,17,12,-0.5,2,-3,1148858981,0,0
141,5,141,141,5,6,3,1,2,2,0.0,5,-5,4267124906,1,1
775,14,235,43,9,5,13,4,18,14,-0.17,1,-1,2850440275,1,0
364,13,364,38,13,5,8,2,10,9,-0.5,0,-3,3371392762,0,0
651,1,121,34,0,1,26,3,13,10,0.0,0,0,1088507476,1,0
241,5,241,241,5,5,1,2,6,5,0.83,5,0,671166891,0,1
496,12,416,48,9,3,9,2,6,5,0.0,2,-2,3923867440,1,0
837,25,486,130,7,5,15,3,14,10,-0.17,2,-3,2689198445,1,1
172,7,172,32,7,0,8,1,1,1,0.0,0,0,797671730,0,0
2094,22,574,199,5,2,21,8,62,37,0.0,1,-1,399835015,1,0
1050,9,829,277,5,3,15,2,29,24,0.0,2,-2,1931192324,1,0
334,9,334,334,9,9,2,5,11,7,0.0,8,-7,3507156688,0,1
554,14,336,172,9,9,16,1,2,2,-1.0,0,-5,2817229998,1,1
1963,66,503,209,24,4,23,4,80,60,0.0,0,0,3174417028,0,1
78,3,78,8,3,1,8,0,0,0,-0.17,1,-2,398599746,1,0
249,5,249,91,5,5,8,5,6,2,0.0,5,-5,1903518065,0,0
3333,27,243,33,1,1,23,3,31,23,0.0,1,-1,4237285954,1,0
894,35,81,51,4,3,27,4,33,25,0.0,3,-3,3557582728,0,1
174,10,174,174,10,10,1,1,5,5,0.0,10,-10,1933566539,0,1
171,4,171,35,4,2,8,0,0,0,0.0,1,-1,2939531394,0,0
2546,45,649,190,17,5,19,4,30,17,0.0,0,0,2046665465,1,1
440,5,440,134,5,1,8,1,4,4,-0.33,2,-2,343119655,0,0
465,6,444,444,6,7,4,1,3,3,0.0,0,0,800608575,1,1
2688,36,594,307,12,5,39,3,19,15,0.0,0,0,301038756,0,0
262,28,62,6,9,2,24,3,20,16,0.0,2,-4,1932008032,1,0
579,19,320,156,14,7,12,1,10,10,-0.5,0,-3,3559467192,1,1
2159,11,514,196,4,2,24,2,16,14,-0.17,0,-1,2214759043,1,0
240,1,240,240,1,2,3,2,4,3,0.0,1,-1,4162620462,1,1
899,10,68,22,0,1,38,5,24,17,-0.17,1,-1,2512230219,1,0
313,9,313,113,9,3,8,1,6,6,0.0,2,-1,1421906321,0,0
74,0,74,6,0,0,8,1,1,1,0.0,0,0,1183355562,0,0
561,26,115,49,4,4,36,1,22,22,0.0,2,-2,2156147485,0,0
467,9,285,60,4,0,9,4,9,5,-0.5,0,-3,778929256,0,0
313,9,313,113,9,4,8,1,6,6,0.0,2,-1,1018156416,1,0
255,7,255,255,7,7,2,1,3,3,0.0,6,-5,3548729138,0,1
934,32,663,346,27,21,11,2,8,6,-0.5,4,-6,4228818464,0,1
909,17,909,244,17,4,8,1,6,6,-0.67,1,-4,2008029908,0,0
74,0,74,10,0,0,8,0,0,0,0.0,0,0,3035569595,0,0
1388,24,623,241,7,2,16,4,37,26,0.0,0,0,595276295,1,0
211,6,211,209,6,6,5,1,2,2,0.0,2,-2,1618163367,0,0
226,7,226,71,7,1,8,1,2,2,0.0,0,0,1752538256,1,0
357,12,357,54,12,5,8,2,19,15,0.0,0,0,688195886,1,1
82,0,78,20,0,0,8,3,25,21,0.0,2,-2,2545132931,0,0
118,3,118,40,3,2,8,0,0,0,0.17,1,-1,1985341589,0,0
2373,48,2373,2373,48,48,4,2,35,27,0.0,0,0,1684901890,0,1
1767,13,1767,1767,13,14,3,3,22,19,0.0,0,0,404546267,1,1
440,5,440,134,5,1,8,1,4,4,-0.33,2,-2,1973545038,0,0
1024,34,273,56,15,11,19,3,18,14,0.0,10,-10,3112977892,1,0
279,17,160,38,12,1,9,3,11,8,-0.33,1,-2,30557059,0,0
1283,12,1283,783,12,5,8,2,18,16,0.0,0,0,2682759602,0,1
8465,112,3960,1833,51,24,16,4,81,58,0.0,0,0,1258272229,0,1
80,4,80,80,4,4,1,0,0,0,0.0,4,-4,4088436129,0,1
422,3,422,113,3,2,8,6,13,7,0.0,2,-2,3491713182,0,0
446,10,446,125,10,4,8,1,3,3,0.0,1,-1,1326575482,0,1
899,10,68,22,0,0,38,5,24,17,-0.17,1,-1,1774253797,0,0
202,6,202,202,6,6,3,2,3,2,-0.17,3,-4,3692591137,0,1
285,3,285,96,3,4,8,5,6,2,0.0,3,-3,3468876038,1,1
334,9,334,334,9,10,2,5,11,7,0.0,8,-7,1570919916,1,1
1476,23,105,35,6,3,32,2,16,14,-0.33,0,-2,3103083984,1,0
4493,30,1491,1143,21,17,33,9,47,28,0.0,0,0,855826987,0,0
236,10,236,98,10,10,8,1,4,4,-0.17,3,-5,489717052,1,0
1976,39,196,146,1,1,28,2,22,19,0.0,0,0,2610514019,0,1
104,11,104,104,11,11,4,1,1,1,0.0,5,-5,2263534540,0,1
